,target instance,average distance,all distances,distance metric,time needed,nb times cf not found,text method
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,0.9727702716476354,"[0.9811390858232504, 0.9693073331992764, 0.966024620163162, 0.973844639122022, 0.9811390858232504, 0.9714031108385283, 0.9700061305594871, 0.974808479780394, 0.9693073331992764, 0.9714031108385283, 0.9749830666067116, 0.9735902964090348, 0.966024620163162, 0.9700061305594871, 0.9749830666067116, 0.972595953974489, 0.973844639122022, 0.974808479780394, 0.9735902964090348, 0.972595953974489]",spacy,750.2238743305206,0,lessconcon
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .",0.9772403327879399,"[0.9881248315300898, 0.9846050760830722, 0.9820779466870165, 0.9686305132834363, 0.9881248315300898, 0.9891636101282401, 0.9810725802675914, 0.9690875913348377, 0.9846050760830722, 0.9891636101282401, 0.9768177438089393, 0.9677888490105201, 0.9820779466870165, 0.9810725802675914, 0.9768177438089393, 0.9650345857456561, 0.9686305132834363, 0.9690875913348377, 0.9677888490105201, 0.9650345857456561]",spacy,445.54143261909485,0,lessconcon
22,it's probably not easy to make such a worthless film . . .,0.9769359648551965,"[0.9767060914115561, 0.988452503747786, 0.968726949365933, 0.9784107751924777, 0.9767060914115561, 0.9790551715426622, 0.9751634322269432, 0.9819553786685887, 0.988452503747786, 0.9790551715426622, 0.9746816171063241, 0.9818637887586265, 0.968726949365933, 0.9751634322269432, 0.9746816171063241, 0.9643439405310679, 0.9784107751924777, 0.9819553786685887, 0.9818637887586265, 0.9643439405310679]",spacy,435.6515393257141,0,lessconcon
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",0.973302766922202,"[0.9794709991376734, 0.9731191925112311, 0.9757139289827613, 0.9802771388166308, 0.9794709991376734, 0.9688939697388833, 0.9723968577778795, 0.9771475348276977, 0.9731191925112311, 0.9688939697388833, 0.9599090090191346, 0.9773695245704682, 0.9757139289827613, 0.9723968577778795, 0.9599090090191346, 0.9687295138396604, 0.9802771388166308, 0.9771475348276977, 0.9773695245704682, 0.9687295138396604]",spacy,817.4526076316833,0,lessconcon
24,a non-mystery mystery .,0.8360126772920837,"[0.8337898039570968, 0.8235457983176525, 0.8700086487059151, 0.8544390323879798, 0.8337898039570968, 0.8545348613827037, 0.7977899906593449, 0.8121732255007926, 0.8235457983176525, 0.8545348613827037, 0.8410104312852206, 0.8280384895050282, 0.8700086487059151, 0.7977899906593449, 0.8410104312852206, 0.8447964912191044, 0.8544390323879798, 0.8121732255007926, 0.8280384895050282, 0.8447964912191044]",spacy,189.12811708450317,0,lessconcon
25,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",0.9901178112695576,"[0.9902727403635516, 0.9943253565807709, 0.9871293943475009, 0.9891921208410563, 0.9902727403635516, 0.9930383948299867, 0.9876528245842883, 0.9865167501715493, 0.9943253565807709, 0.9930383948299867, 0.9914813592513947, 0.9928209435299862, 0.9871293943475009, 0.9876528245842883, 0.9914813592513947, 0.9887482281954897, 0.9891921208410563, 0.9865167501715493, 0.9928209435299862, 0.9887482281954897]",spacy,848.2400057315826,0,lessconcon
26,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",0.9733537542241966,"[0.9676662846655861, 0.9677422623286178, 0.9727732841116746, 0.9661544266814827, 0.9676662846655861, 0.9692645403215556, 0.979141042034128, 0.973226678261616, 0.9677422623286178, 0.9692645403215556, 0.9817317697791794, 0.9769612360741939, 0.9727732841116746, 0.979141042034128, 0.9817317697791794, 0.9788760179839335, 0.9661544266814827, 0.973226678261616, 0.9769612360741939, 0.9788760179839335]",spacy,928.3537945747375,0,lessconcon
27,". . . very funny , very enjoyable . . .",0.955128114980557,"[0.9340053068690816, 0.9834253656808493, 0.9618373234551643, 0.9473197295838643, 0.9340053068690816, 0.9447404429622578, 0.9266832714878697, 0.9460286648587363, 0.9834253656808493, 0.9447404429622578, 0.972615044924233, 0.9617270010157328, 0.9618373234551643, 0.9266832714878697, 0.972615044924233, 0.9728989989677832, 0.9473197295838643, 0.9460286648587363, 0.9617270010157328, 0.9728989989677832]",spacy,197.50506496429443,0,lessconcon
28,i can't recommend it . but it's surprisingly harmless .,0.9713523635417797,"[0.9659159367294365, 0.9614937547031964, 0.96396825507827, 0.9835314586959525, 0.9659159367294365, 0.9778987206224792, 0.9680492276481757, 0.9806937370643772, 0.9614937547031964, 0.9778987206224792, 0.9640511183836871, 0.9773502931481932, 0.96396825507827, 0.9680492276481757, 0.9640511183836871, 0.9705711333440301, 0.9835314586959525, 0.9806937370643772, 0.9773502931481932, 0.9705711333440301]",spacy,372.89932084083557,0,lessconcon
29,"narratively , trouble every day is a plodding mess .",0.9422272289251235,"[0.9303744145401168, 0.9613579391540421, 0.9502057436271103, 0.9810137022087335, 0.9303744145401168, 0.9196331627905249, 0.9132075627919453, 0.9184878105081437, 0.9613579391540421, 0.9196331627905249, 0.9622943605980857, 0.9524086692045598, 0.9502057436271103, 0.9132075627919453, 0.9622943605980857, 0.9332889238279711, 0.9810137022087335, 0.9184878105081437, 0.9524086692045598, 0.9332889238279711]",spacy,345.7286159992218,0,lessconcon
0,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",0.9878069412454339,"[0.9884051444552044, 0.9862497111044614, 0.9853638062803762, 0.9879160785523029, 0.9884051444552044, 0.9913453984464198, 0.9893811210665651, 0.9886398999733245, 0.9862497111044614, 0.9913453984464198, 0.9867141255767973, 0.9881739275354993, 0.9853638062803762, 0.9893811210665651, 0.9867141255767973, 0.9858801994633892, 0.9879160785523029, 0.9886398999733245, 0.9881739275354993, 0.9858801994633892]",spacy,1265.631595134735,0,lessconcon
1,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,0.972498934422551,"[0.974526198233406, 0.975157582640485, 0.9764122342631564, 0.9718545277698822, 0.974526198233406, 0.9681316979189261, 0.9731947302187288, 0.9775224856463098, 0.975157582640485, 0.9681316979189261, 0.970161237782009, 0.9651228210178059, 0.9764122342631564, 0.9731947302187288, 0.970161237782009, 0.9729058287347985, 0.9718545277698822, 0.9775224856463098, 0.9651228210178059, 0.9729058287347985]",spacy,687.0653071403503,0,lessconcon
2,"an amusing , breezily apolitical documentary about life on the campaign trail .",0.9462434377176636,"[0.9508348287994484, 0.9472919397678435, 0.9543740166476306, 0.9240706489583922, 0.9508348287994484, 0.9595531945599108, 0.9638669925409109, 0.9279754243386216, 0.9472919397678435, 0.9595531945599108, 0.9535500143220138, 0.9334861393510464, 0.9543740166476306, 0.9638669925409109, 0.9535500143220138, 0.9474311778908164, 0.9240706489583922, 0.9279754243386216, 0.9334861393510464, 0.9474311778908164]",spacy,483.38528299331665,0,lessconcon
3,"a screenplay more ingeniously constructed than "" memento """,0.9177135589092454,"[0.8977325623306865, 0.9085716353750534, 0.9347932648062628, 0.9348807863093209, 0.8977325623306865, 0.9344535079771097, 0.8931335545968048, 0.9171710061924642, 0.9085716353750534, 0.9344535079771097, 0.9032466419845311, 0.910104978748333, 0.9347932648062628, 0.8931335545968048, 0.9032466419845311, 0.9430476507718875, 0.9348807863093209, 0.9171710061924642, 0.910104978748333, 0.9430476507718875]",spacy,324.52607107162476,0,lessconcon
4,this 100-minute movie only has about 25 minutes of decent material .,0.9457737124322264,"[0.9339191416156012, 0.96124352149571, 0.9384956504469003, 0.9484977443365551, 0.9339191416156012, 0.9375348444542404, 0.949601541962704, 0.9539184312523632, 0.96124352149571, 0.9375348444542404, 0.9346467620238839, 0.9372255484549084, 0.9384956504469003, 0.949601541962704, 0.9346467620238839, 0.9626539382793982, 0.9484977443365551, 0.9539184312523632, 0.9372255484549084, 0.9626539382793982]",spacy,440.2139325141907,0,lessconcon
5,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",0.9870692482493879,"[0.9829871855118137, 0.9825513562696436, 0.9844852365728993, 0.9848755407671872, 0.9829871855118137, 0.9904107002631954, 0.9897448717515567, 0.9890349263157437, 0.9825513562696436, 0.9904107002631954, 0.9910837306169273, 0.9879253887746167, 0.9844852365728993, 0.9897448717515567, 0.9910837306169273, 0.987593545650297, 0.9848755407671872, 0.9890349263157437, 0.9879253887746167, 0.987593545650297]",spacy,889.1134073734283,0,lessconcon
6,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,0.9768564609515311,"[0.9765562800393618, 0.9797050712514982, 0.9663626110824686, 0.9764409016685324, 0.9765562800393618, 0.9850743609318738, 0.9727054211136887, 0.9830723427606887, 0.9797050712514982, 0.9850743609318738, 0.9762517052387373, 0.9839830610974594, 0.9663626110824686, 0.9727054211136887, 0.9762517052387373, 0.968412854331001, 0.9764409016685324, 0.9830723427606887, 0.9839830610974594, 0.968412854331001]",spacy,541.7651472091675,0,lessconcon
7,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",0.9838965344725132,"[0.9850973116527939, 0.9823695733239161, 0.9827375097798507, 0.9845845934085322, 0.9850973116527939, 0.9852808511541021, 0.9836211282281094, 0.9856267093052095, 0.9823695733239161, 0.9852808511541021, 0.9854882241347408, 0.979190765279526, 0.9827375097798507, 0.9836211282281094, 0.9854882241347408, 0.9849686784583512, 0.9845845934085322, 0.9856267093052095, 0.979190765279526, 0.9849686784583512]",spacy,670.1544716358185,0,lessconcon
8,the wild thornberrys movie is a jolly surprise .,0.923208881932486,"[0.9146950396052916, 0.9372835842866438, 0.9114692143405955, 0.9205913127004123, 0.9146950396052916, 0.9096577416289618, 0.9147518281486329, 0.9229370106546486, 0.9372835842866438, 0.9096577416289618, 0.9151202157875639, 0.9405976250153879, 0.9114692143405955, 0.9147518281486329, 0.9151202157875639, 0.9449852471567203, 0.9205913127004123, 0.9229370106546486, 0.9405976250153879, 0.9449852471567203]",spacy,324.95182037353516,0,lessconcon
9,odd and weird .,0.7683149576956271,"[0.8905698304527404, 0.7940183846499015, 0.8035423786625441, 0.7408468705999713, 0.8905698304527404, 0.7252408324271773, 0.7664289366509832, 0.6899724154135025, 0.7940183846499015, 0.7252408324271773, 0.7958669526998841, 0.7691145923748295, 0.8035423786625441, 0.7664289366509832, 0.7958669526998841, 0.7075483830247364, 0.7408468705999713, 0.6899724154135025, 0.7691145923748295, 0.7075483830247364]",spacy,151.40945076942444,0,lessconcon
10,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",0.9824319863154634,"[0.9813585066115826, 0.9848004683385068, 0.9799339585847686, 0.9848918974675387, 0.9813585066115826, 0.9815966750140875, 0.9834635210356594, 0.979214836935946, 0.9848004683385068, 0.9815966750140875, 0.9790408634250761, 0.9863236512864803, 0.9799339585847686, 0.9834635210356594, 0.9790408634250761, 0.9836954844549881, 0.9848918974675387, 0.979214836935946, 0.9863236512864803, 0.9836954844549881]",spacy,758.9383687973022,0,lessconcon
11,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,0.97810168478184,"[0.9814982048139393, 0.9767933334890109, 0.9826690519442782, 0.9713192038441528, 0.9814982048139393, 0.981434538039223, 0.9815262070802871, 0.9758187179215381, 0.9767933334890109, 0.981434538039223, 0.9755972855585131, 0.9774299701522626, 0.9826690519442782, 0.9815262070802871, 0.9755972855585131, 0.9769303349751957, 0.9713192038441528, 0.9758187179215381, 0.9774299701522626, 0.9769303349751957]",spacy,569.2708606719971,0,lessconcon
12,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,0.974099381212502,"[0.9749364960787719, 0.9785826415037759, 0.9756525270170501, 0.9756448069387179, 0.9749364960787719, 0.9671151113236087, 0.9712588689551888, 0.9779959319881685, 0.9785826415037759, 0.9671151113236087, 0.9708077891508143, 0.9768725496816142, 0.9756525270170501, 0.9712588689551888, 0.9708077891508143, 0.9721270894873103, 0.9756448069387179, 0.9779959319881685, 0.9768725496816142, 0.9721270894873103]",spacy,864.855331659317,0,lessconcon
13,"you see robin williams and psycho killer , and you think , hmmmmm . you see the movie and you think , zzzzzzzzz .",0.9828948514656425,"[0.9883686853421144, 0.9804920402201228, 0.9891804405928999, 0.9874791810537489, 0.9883686853421144, 0.9731740857553208, 0.98938756568368, 0.9881674711022271, 0.9804920402201228, 0.9731740857553208, 0.976554563955506, 0.9698664038041601, 0.9891804405928999, 0.98938756568368, 0.976554563955506, 0.9862780771466422, 0.9874791810537489, 0.9881674711022271, 0.9698664038041601, 0.9862780771466422]",spacy,518.2693247795105,0,lessconcon
14,plays like some corny television production from a bygone era,0.934745934177515,"[0.9344631840272838, 0.9372050814700401, 0.9346161845558769, 0.929928735200026, 0.9344631840272838, 0.9424987685197885, 0.9398261865645409, 0.92993918344428, 0.9372050814700401, 0.9424987685197885, 0.9287910986502848, 0.9356172484332541, 0.9346161845558769, 0.9398261865645409, 0.9287910986502848, 0.9345736709097726, 0.929928735200026, 0.92993918344428, 0.9356172484332541, 0.9345736709097726]",spacy,366.53356528282166,0,lessconcon
15,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !",0.9893083271906352,"[0.9879419248549102, 0.9884697666393822, 0.989975462253629, 0.9892731117250982, 0.9879419248549102, 0.9876205723069089, 0.9891702860276914, 0.988255788715719, 0.9884697666393822, 0.9876205723069089, 0.9896788518035735, 0.9914586123535164, 0.989975462253629, 0.9891702860276914, 0.9896788518035735, 0.9912388952259241, 0.9892731117250982, 0.988255788715719, 0.9914586123535164, 0.9912388952259241]",spacy,796.1101906299591,0,lessconcon
16,once you get into its rhythm . . . the movie becomes a heady experience .,0.9799668112072724,"[0.9824261246134691, 0.9820951729735674, 0.9781057938799488, 0.9720734880775231, 0.9824261246134691, 0.9864247035058626, 0.9816674980539568, 0.9734470640050584, 0.9820951729735674, 0.9864247035058626, 0.9851422471785545, 0.9808818199910836, 0.9781057938799488, 0.9816674980539568, 0.9851422471785545, 0.977404199793698, 0.9720734880775231, 0.9734470640050584, 0.9808818199910836, 0.977404199793698]",spacy,396.04541778564453,0,lessconcon
17,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .",0.9910602689213472,"[0.9909670311518909, 0.991020609061041, 0.9867289049095315, 0.98837573618709, 0.9909670311518909, 0.9943398678724306, 0.9916980173691634, 0.9927902993536254, 0.991020609061041, 0.9943398678724306, 0.9906597122195349, 0.9934728940844595, 0.9867289049095315, 0.9916980173691634, 0.9906597122195349, 0.9905496170047077, 0.98837573618709, 0.9927902993536254, 0.9934728940844595, 0.9905496170047077]",spacy,770.150468826294,0,lessconcon
18,this 10th film in the series looks and feels tired .,0.9409527029065101,"[0.9450079273135352, 0.9334421690569757, 0.9606407408326829, 0.9490247247190873, 0.9450079273135352, 0.9541845364389694, 0.9558792331337006, 0.9127476698259099, 0.9334421690569757, 0.9541845364389694, 0.9429043700136794, 0.9240478790438275, 0.9606407408326829, 0.9558792331337006, 0.9429043700136794, 0.9316477786867334, 0.9490247247190873, 0.9127476698259099, 0.9240478790438275, 0.9316477786867334]",spacy,365.8548345565796,0,lessconcon
