,dataset,bb,wb similarity,bb similarity,metric,method,wb time,bb time
0,polarity,DNN,0.75,0.0,l0,,4.085088014602661,1.5609939098
1,polarity,DNN,0.22028815056182965,0.0,pairwise,,4.085088014602661,1.5609939098
2,polarity,DNN,0.35355339059327373,0.0,cosine,,4.085088014602661,1.5609939098
3,polarity,DNN,0.566667809628646,0.20577955322617553,spacy,,4.085088014602661,1.5609939098
0,polarity,DNN,0.5641025641025641,0.31666666666666665,l0,,8.22327184677124,1.5081195831
1,polarity,DNN,0.39018614727174444,0.18976728433844914,pairwise,,8.22327184677124,1.5081195831
2,polarity,DNN,0.5547001962252291,0.31622776601683794,cosine,,8.22327184677124,1.5081195831
3,polarity,DNN,0.8482385543295374,0.712513570211697,spacy,,8.22327184677124,1.5081195831
0,polarity,DNN,0.5,0.6190476190476191,l0,,24.781233549118042,1.4657804966
1,polarity,DNN,0.4429809760256409,0.23577033983032974,pairwise,,24.781233549118042,1.4657804966
2,polarity,DNN,0.6024640760767093,0.3779644730092272,cosine,,24.781233549118042,1.4657804966
3,polarity,DNN,0.8389160356168802,0.8518764973781914,spacy,,24.781233549118042,1.4657804966
0,polarity,DNN,0.225,0.75,l0,,12.306812047958374,1.4836490154
1,polarity,DNN,0.0,0.5031026124151314,pairwise,,12.306812047958374,1.4836490154
2,polarity,DNN,0.22360679774997896,0.75,cosine,,12.306812047958374,1.4836490154
3,polarity,DNN,0.15539634600773258,0.8676254046885274,spacy,,12.306812047958374,1.4836490154
0,polarity,DNN,0.20833333333333331,0.8035714285714286,l0,,32.44813680648804,1.4949700832000001
1,polarity,DNN,0.10599213135093251,0.6735205045780811,pairwise,,32.44813680648804,1.4949700832000001
2,polarity,DNN,0.18257418583505533,0.8017837257372731,cosine,,32.44813680648804,1.4949700832000001
3,polarity,DNN,0.5158388318649971,0.9041438347283512,spacy,,32.44813680648804,1.4949700832000001
0,polarity,DNN,0.7291666666666667,0.6666666666666666,l0,,4.113548040390015,1.4893054962
1,polarity,DNN,0.57273935841962,0.5803329846765685,pairwise,,4.113548040390015,1.4893054962
2,polarity,DNN,0.7216878364870323,0.6666666666666667,cosine,,4.113548040390015,1.4893054962
3,polarity,DNN,0.8937489401671597,0.8936275218638128,spacy,,4.113548040390015,1.4893054962
0,polarity,DNN,0.48611111111111116,0.4722222222222222,l0,,24.08537530899048,1.4866170883
1,polarity,DNN,0.3486142726577586,0.3360969272762574,pairwise,,24.08537530899048,1.4866170883
2,polarity,DNN,0.4811252243246881,0.4714045207910316,cosine,,24.08537530899048,1.4866170883
3,polarity,DNN,0.7697241678916348,0.7895875171184857,spacy,,24.08537530899048,1.4866170883
0,polarity,DNN,0.7897435897435897,0.23076923076923078,l0,,4.105454444885254,1.4815287590000001
1,polarity,DNN,0.7024044845815501,0.14438355527738672,pairwise,,4.105454444885254,1.4815287590000001
2,polarity,DNN,0.7877263614433762,0.2307692307692308,cosine,,4.105454444885254,1.4815287590000001
3,polarity,DNN,0.9329159938847688,0.7524248595169,spacy,,4.105454444885254,1.4815287590000001
0,polarity,DNN,0.25,0.875,l0,,16.358769416809082,1.4770588875000001
1,polarity,DNN,0.09193998174078082,0.732104920251224,pairwise,,16.358769416809082,1.4770588875000001
2,polarity,DNN,0.16666666666666669,0.8164965809277261,cosine,,16.358769416809082,1.4770588875000001
3,polarity,DNN,0.41794938514567664,0.8870929019951194,spacy,,16.358769416809082,1.4770588875000001
0,polarity,DNN,0.3028846153846154,0.2361111111111111,l0,,36.36852264404297,1.4733791351
1,polarity,DNN,0.11551095682774133,0.14438355527738672,pairwise,,36.36852264404297,1.4733791351
2,polarity,DNN,0.20044593143431827,0.2357022603955158,cosine,,36.36852264404297,1.4733791351
3,polarity,DNN,0.6757181871125156,0.7015796953441386,spacy,,36.36852264404297,1.4733791351
0,polarity,DNN,0.5892857142857143,0.5,l0,,8.089674234390259,1.4812512398
1,polarity,DNN,0.4073526042885674,0.3360969272762575,pairwise,,8.089674234390259,1.4812512398
2,polarity,DNN,0.5669467095138409,0.5,cosine,,8.089674234390259,1.4812512398
3,polarity,DNN,0.7247711022231708,0.709887825580881,spacy,,8.089674234390259,1.4812512398
0,polarity,DNN,0.6666666666666666,0.0,l0,,4.072190523147583,1.4784135818
1,polarity,DNN,0.3360969272762574,0.0,pairwise,,4.072190523147583,1.4784135818
2,polarity,DNN,0.5000000000000001,0.0,cosine,,4.072190523147583,1.4784135818
3,polarity,DNN,0.8891531707980351,0.6349482668255318,spacy,,4.072190523147583,1.4784135818
0,polarity,DNN,0.36507936507936506,0.12698412698412698,l0,,32.29720115661621,1.5033433437000001
1,polarity,DNN,0.11031569691241044,0.0,pairwise,,32.29720115661621,1.5033433437000001
2,polarity,DNN,0.2672612419124244,0.1259881576697424,cosine,,32.29720115661621,1.5033433437000001
3,polarity,DNN,0.5832055026063127,0.40694014393876954,spacy,,32.29720115661621,1.5033433437000001
0,polarity,DNN,0.0,0.0,l0,,24.45353865623474,1.4780869484
1,polarity,DNN,0.0,0.0,pairwise,,24.45353865623474,1.4780869484
2,polarity,DNN,0.0,0.0,cosine,,24.45353865623474,1.4780869484
3,polarity,DNN,0.20813118647580292,0.6356842925925128,spacy,,24.45353865623474,1.4780869484
0,polarity,DNN,0.4563492063492064,0.7388888888888889,l0,,11.890541791915894,1.4669213295
1,polarity,DNN,0.3316500504151153,0.6029748160380571,pairwise,,11.890541791915894,1.4669213295
2,polarity,DNN,0.44543540318737396,0.7378647873726218,cosine,,11.890541791915894,1.4669213295
3,polarity,DNN,0.767985054955011,0.914773247194823,spacy,,11.890541791915894,1.4669213295
0,polarity,DNN,0.38888888888888884,0.20202020202020202,l0,,24.423514127731323,1.4923021793
1,polarity,DNN,0.24129913647238907,0.11914719328677728,pairwise,,24.423514127731323,1.4923021793
2,polarity,DNN,0.3849001794597505,0.20100756305184242,cosine,,24.423514127731323,1.4923021793
3,polarity,DNN,0.7094796036811037,0.5114157757337072,spacy,,24.423514127731323,1.4923021793
0,polarity,DNN,0.13333333333333333,0.2403846153846154,l0,,28.08055353164673,1.4868831635
1,polarity,DNN,0.07338366200386337,0.09642199947477413,pairwise,,28.08055353164673,1.4868831635
2,polarity,DNN,0.12909944487358055,0.24019223070763074,cosine,,28.08055353164673,1.4868831635
3,polarity,DNN,0.6172463601986817,0.671357223291836,spacy,,28.08055353164673,1.4868831635
0,polarity,DNN,0.6857142857142857,0.3666666666666667,l0,,4.054792881011963,1.4759280682
1,polarity,DNN,0.649891351552302,0.3223768055998519,pairwise,,4.054792881011963,1.4759280682
2,polarity,DNN,0.7826237921249264,0.43301270189221935,cosine,,4.054792881011963,1.4759280682
3,polarity,DNN,0.918032561156641,0.8011068752027302,spacy,,4.054792881011963,1.4759280682
0,polarity,DNN,0.17142857142857143,0.675,l0,,16.02854084968567,1.4835677147
1,polarity,DNN,0.0,0.4112070550676187,pairwise,,16.02854084968567,1.4835677147
2,polarity,DNN,0.16903085094570328,0.6708203932499369,cosine,,16.02854084968567,1.4835677147
3,polarity,DNN,0.5366947768687234,0.8160144153815597,spacy,,16.02854084968567,1.4835677147
0,polarity,DNN,0.4,0.0,l0,,15.948434591293335,1.4881634712
1,polarity,DNN,0.2605556710562623,0.0,pairwise,,15.948434591293335,1.4881634712
2,polarity,DNN,0.3872983346207417,0.0,cosine,,15.948434591293335,1.4881634712
3,polarity,DNN,0.5982308953232569,0.3697321238468302,spacy,,15.948434591293335,1.4881634712
0,polarity,DNN,0.6666666666666666,0.5,l0,,4.097400903701782,1.4791297913
1,polarity,DNN,0.5031026124151313,0.3360969272762574,pairwise,,4.097400903701782,1.4791297913
2,polarity,DNN,0.6666666666666667,0.5000000000000001,cosine,,4.097400903701782,1.4791297913
3,polarity,DNN,0.8007830360122179,0.7174183543259817,spacy,,4.097400903701782,1.4791297913
0,polarity,DNN,0.375,0.0,l0,,8.010778188705444,1.4346675872999999
1,polarity,DNN,0.22028815056182965,0.0,pairwise,,8.010778188705444,1.4346675872999999
2,polarity,DNN,0.35355339059327373,0.0,cosine,,8.010778188705444,1.4346675872999999
3,polarity,DNN,0.715198936333996,0.32598022450713976,spacy,,8.010778188705444,1.4346675872999999
0,polarity,DNN,0.4,0.8,l0,,8.092073202133179,1.5001409054
1,polarity,DNN,0.29121941856368966,0.6029748160380572,pairwise,,8.092073202133179,1.5001409054
2,polarity,DNN,0.3999999999999999,0.7999999999999998,cosine,,8.092073202133179,1.5001409054
3,polarity,DNN,0.5329256060681841,0.9239906338854231,spacy,,8.092073202133179,1.5001409054
0,polarity,DNN,0.6666666666666666,0.0,l0,,4.064234018325806,1.4911181927000001
1,polarity,DNN,0.4494364165239821,0.0,pairwise,,4.064234018325806,1.4911181927000001
2,polarity,DNN,0.5773502691896258,0.0,cosine,,4.064234018325806,1.4911181927000001
3,polarity,DNN,0.0,0.0,spacy,,4.064234018325806,1.4911181927000001
0,polarity,DNN,0.3333333333333333,0.5,l0,,24.201443672180176,1.4548988342
1,polarity,DNN,0.17578607839334617,0.3360969272762575,pairwise,,24.201443672180176,1.4548988342
2,polarity,DNN,0.2886751345948129,0.5,cosine,,24.201443672180176,1.4548988342
3,polarity,DNN,0.6197378288623684,0.6590990582191791,spacy,,24.201443672180176,1.4548988342
0,polarity,DNN,0.8888888888888888,0.6696428571428572,l0,,4.257220029830933,1.4892158508
1,polarity,DNN,0.799518995430145,0.5056055588739692,pairwise,,4.257220029830933,1.4892158508
2,polarity,DNN,0.8819171036881969,0.6681531047810609,cosine,,4.257220029830933,1.4892158508
3,polarity,DNN,0.9619789275338487,0.837205156795741,spacy,,4.257220029830933,1.4892158508
0,polarity,DNN,0.0,0.17142857142857143,l0,,20.288764715194702,1.5047619343
1,polarity,DNN,0.0,0.09349477497536716,pairwise,,20.288764715194702,1.5047619343
2,polarity,DNN,0.0,0.16903085094570328,cosine,,20.288764715194702,1.5047619343
