,dataset,bb,wb similarity,bb similarity,metric,method,wb time,bb time
0,polarity,DNN,0.4857142857142857,0.0,l0,,16.055816173553467,0.0414099693298339
1,polarity,DNN,0.3188827274930885,0.0,pairwise,,16.055816173553467,0.0414099693298339
2,polarity,DNN,0.47809144373375745,0.0,cosine,,16.055816173553467,0.0414099693298339
3,polarity,DNN,0.7578690504029957,0.5147606676818812,spacy,,16.055816173553467,0.0414099693298339
0,polarity,DNN,0.5322128851540616,0.15441176470588236,l0,,12.205918073654175,0.0296487808227539
1,polarity,DNN,0.3338512788586889,0.07870893949125285,pairwise,,12.205918073654175,0.0296487808227539
2,polarity,DNN,0.4950737714883372,0.12126781251816648,cosine,,12.205918073654175,0.0296487808227539
3,polarity,DNN,0.8139157635594931,0.571693217707858,spacy,,12.205918073654175,0.0296487808227539
0,polarity,DNN,0.21323529411764708,0.0,l0,,23.840993642807007,0.0277209281921386
1,polarity,DNN,0.1249578243453355,0.0,pairwise,,23.840993642807007,0.0277209281921386
2,polarity,DNN,0.2100420126042015,0.0,cosine,,23.840993642807007,0.0277209281921386
3,polarity,DNN,0.6009697786887391,0.4802104342709237,spacy,,23.840993642807007,0.0277209281921386
0,polarity,DNN,0.6857142857142857,0.15000000000000002,l0,,4.019372224807739,0.0371730327606201
1,polarity,DNN,0.5193879933129155,0.08768681980142445,pairwise,,4.019372224807739,0.0371730327606201
2,polarity,DNN,0.6761234037828132,0.14142135623730948,cosine,,4.019372224807739,0.0371730327606201
3,polarity,DNN,0.8972826975940313,0.6791744586220374,spacy,,4.019372224807739,0.0371730327606201
0,polarity,DNN,0.6416666666666666,0.0,l0,,4.139495134353638,0.0347981452941894
1,polarity,DNN,0.4739393421029532,0.0,pairwise,,4.139495134353638,0.0347981452941894
2,polarity,DNN,0.6390096504226938,0.0,cosine,,4.139495134353638,0.0347981452941894
3,polarity,DNN,0.9208201022026186,0.445169979262341,spacy,,4.139495134353638,0.0347981452941894
0,polarity,DNN,0.5050505050505051,0.0,l0,,8.23431396484375,0.0364251136779785
1,polarity,DNN,0.392181175971253,0.0,pairwise,,8.23431396484375,0.0364251136779785
2,polarity,DNN,0.502518907629606,0.0,cosine,,8.23431396484375,0.0364251136779785
3,polarity,DNN,0.7673181665154493,0.5199236637892589,spacy,,8.23431396484375,0.0364251136779785
0,polarity,DNN,0.7738095238095238,0.0,l0,,4.043570518493652,0.0256056785583496
1,polarity,DNN,0.6327904583679949,0.0,pairwise,,4.043570518493652,0.0256056785583496
2,polarity,DNN,0.7715167498104595,0.0,cosine,,4.043570518493652,0.0256056785583496
3,polarity,DNN,0.9832425910038357,0.6265876891240811,spacy,,4.043570518493652,0.0256056785583496
