,Unnamed: 0,Unnamed: 0.1,perplexity,dataset name,model,method,vectorizer
147,147,0,3.380441904067993,spam,rf,sedc,CountVectorizer
148,148,0,2.75965428352356,spam,rf,sedc,CountVectorizer
149,149,0,4.004309177398682,spam,rf,sedc,CountVectorizer
150,150,0,4.944098472595215,spam,rf,sedc,CountVectorizer
151,151,0,2.9373433589935303,spam,rf,sedc,CountVectorizer
152,152,0,4.884418487548828,spam,rf,sedc,CountVectorizer
153,153,0,4.149932384490967,spam,rf,sedc,CountVectorizer
154,154,0,3.641470432281494,spam,rf,sedc,CountVectorizer
155,155,0,4.0269927978515625,spam,rf,sedc,CountVectorizer
156,156,0,3.446265459060669,spam,rf,sedc,CountVectorizer
157,157,0,4.040287971496582,spam,rf,sedc,CountVectorizer
158,158,0,5.650244235992432,spam,rf,sedc,CountVectorizer
159,159,0,2.7195539474487305,spam,rf,sedc,CountVectorizer
160,160,0,3.746062994003296,spam,rf,sedc,CountVectorizer
161,161,0,3.733443975448608,spam,rf,sedc,CountVectorizer
162,162,0,4.750677108764648,spam,rf,sedc,CountVectorizer
163,163,0,3.754632234573364,spam,rf,sedc,CountVectorizer
164,164,0,2.651104688644409,spam,rf,sedc,CountVectorizer
165,165,0,3.206049919128418,spam,rf,sedc,CountVectorizer
166,166,0,4.670829772949219,spam,rf,sedc,CountVectorizer
167,167,0,3.030224084854126,spam,rf,sedc,CountVectorizer
168,168,0,3.488882064819336,spam,rf,sedc,CountVectorizer
169,169,0,4.656459808349609,spam,rf,sedc,CountVectorizer
170,170,0,3.532538414001465,spam,rf,sedc,CountVectorizer
171,171,0,4.325600624084473,spam,rf,sedc,CountVectorizer
172,172,0,3.716652631759644,spam,rf,sedc,CountVectorizer
173,173,0,3.581959247589112,spam,rf,sedc,CountVectorizer
174,174,0,4.621021270751953,spam,rf,sedc,CountVectorizer
175,175,0,5.371315002441406,spam,rf,sedc,CountVectorizer
176,176,0,4.356456756591797,spam,rf,sedc,CountVectorizer
177,177,0,3.8312559127807617,spam,rf,sedc,CountVectorizer
178,178,0,2.5075953006744385,spam,rf,sedc,CountVectorizer
179,179,0,2.9213454723358154,spam,rf,sedc,CountVectorizer
180,180,0,4.448885440826416,spam,rf,sedc,CountVectorizer
181,181,0,2.6006336212158203,spam,rf,sedc,CountVectorizer
182,182,0,2.2711331844329834,spam,rf,sedc,CountVectorizer
183,183,0,3.8774609565734863,spam,rf,sedc,CountVectorizer
184,184,0,4.280143737792969,spam,rf,sedc,CountVectorizer
185,185,0,3.0168986320495605,spam,rf,sedc,CountVectorizer
186,186,0,3.664009094238281,spam,rf,sedc,CountVectorizer
187,187,0,2.611074686050415,spam,rf,sedc,CountVectorizer
188,188,0,4.050605773925781,spam,rf,sedc,CountVectorizer
189,189,0,5.1139020919799805,spam,rf,sedc,CountVectorizer
190,190,0,2.085577249526977,spam,rf,sedc,CountVectorizer
191,191,0,3.2485055923461914,spam,rf,sedc,CountVectorizer
192,192,0,2.955145359039306,spam,rf,sedc,CountVectorizer
193,193,0,5.901440620422363,spam,rf,sedc,CountVectorizer
194,194,0,3.8867673873901367,spam,rf,sedc,CountVectorizer
195,195,0,3.182502269744873,spam,rf,sedc,CountVectorizer
196,196,0,2.10555386543274,spam,rf,sedc,CountVectorizer
197,197,0,4.038202285766602,spam,rf,sedc,CountVectorizer
198,198,0,3.814255714416504,spam,rf,sedc,CountVectorizer
199,199,0,3.941909074783325,spam,rf,sedc,CountVectorizer
200,200,0,2.626137018203736,spam,dnn,sedc,CountVectorizer
201,201,0,2.459563732147217,spam,dnn,sedc,CountVectorizer
202,202,0,2.384752988815308,spam,dnn,sedc,CountVectorizer
203,203,0,2.6919867992401123,spam,dnn,sedc,CountVectorizer
204,204,0,1.8886399269104004,spam,dnn,sedc,CountVectorizer
205,205,0,1.7306180000305176,spam,dnn,sedc,CountVectorizer
206,206,0,2.1046924591064453,spam,dnn,sedc,CountVectorizer
207,207,0,2.5663907527923584,spam,dnn,sedc,CountVectorizer
208,208,0,2.0150365829467773,spam,dnn,sedc,CountVectorizer
209,209,0,2.3347513675689697,spam,dnn,sedc,CountVectorizer
210,210,0,2.71486496925354,spam,dnn,sedc,CountVectorizer
211,211,0,0.6556904911994934,spam,dnn,sedc,CountVectorizer
212,212,0,3.83994460105896,spam,dnn,sedc,CountVectorizer
213,213,0,2.926140308380127,spam,dnn,sedc,CountVectorizer
214,214,0,3.9376256465911865,spam,dnn,sedc,CountVectorizer
215,215,0,2.41975212097168,spam,dnn,sedc,CountVectorizer
216,216,0,3.0145702362060547,spam,dnn,sedc,CountVectorizer
217,217,0,2.4358105659484863,spam,dnn,sedc,CountVectorizer
218,218,0,2.8927276134490967,spam,dnn,sedc,CountVectorizer
219,219,0,2.103731393814087,spam,dnn,sedc,CountVectorizer
220,220,0,1.8223727941513064,spam,dnn,sedc,CountVectorizer
221,221,0,2.174521207809448,spam,dnn,sedc,CountVectorizer
222,222,0,4.526538372039795,spam,dnn,sedc,CountVectorizer
223,223,0,2.158398628234864,spam,dnn,sedc,CountVectorizer
224,224,0,2.005155324935913,spam,dnn,sedc,CountVectorizer
225,225,0,2.082170486450196,spam,dnn,sedc,CountVectorizer
226,226,0,2.899348258972168,spam,dnn,sedc,CountVectorizer
227,227,0,3.787322759628296,spam,dnn,sedc,CountVectorizer
228,228,0,2.0606465339660645,spam,dnn,sedc,CountVectorizer
229,229,0,2.519270420074463,spam,dnn,sedc,CountVectorizer
230,230,0,0.9415860176086426,spam,dnn,sedc,CountVectorizer
231,231,0,1.444743275642395,spam,dnn,sedc,CountVectorizer
232,232,0,3.441047430038452,spam,dnn,sedc,CountVectorizer
233,233,0,1.9003304243087769,spam,dnn,sedc,CountVectorizer
234,234,0,3.1552109718322754,spam,dnn,sedc,CountVectorizer
235,235,0,4.240586280822754,spam,dnn,sedc,CountVectorizer
236,236,0,3.016981601715088,spam,dnn,sedc,CountVectorizer
237,237,0,2.9747533798217773,spam,dnn,sedc,CountVectorizer
238,238,0,3.1261229515075684,spam,dnn,sedc,CountVectorizer
239,239,0,3.16284704208374,spam,dnn,sedc,CountVectorizer
240,240,0,3.7120440006256095,spam,dnn,sedc,CountVectorizer
241,241,0,2.285976886749268,spam,dnn,sedc,CountVectorizer
242,242,0,3.5353801250457764,spam,dnn,sedc,CountVectorizer
243,243,0,1.949329495429993,spam,dnn,sedc,CountVectorizer
244,244,0,2.02797794342041,spam,dnn,sedc,CountVectorizer
245,245,0,2.52151870727539,spam,dnn,sedc,CountVectorizer
246,246,0,2.359102487564087,spam,dnn,sedc,CountVectorizer
247,247,0,2.808742046356201,spam,dnn,sedc,CountVectorizer
248,248,0,1.6148195266723633,spam,dnn,sedc,CountVectorizer
249,249,0,2.09584903717041,spam,dnn,sedc,CountVectorizer
250,250,0,3.041217565536499,spam,dnn,sedc,CountVectorizer
251,251,0,2.118426561355591,spam,dnn,sedc,CountVectorizer
252,252,0,2.46269965171814,spam,dnn,sedc,CountVectorizer
253,253,0,3.178987741470337,spam,dnn,sedc,CountVectorizer
254,254,0,1.3552300930023191,spam,dnn,sedc,CountVectorizer
255,255,0,1.6936088800430298,spam,dnn,sedc,CountVectorizer
256,256,0,2.210444450378418,spam,dnn,sedc,CountVectorizer
257,257,0,2.9103615283966064,spam,dnn,sedc,CountVectorizer
258,258,0,4.222846031188965,spam,dnn,sedc,CountVectorizer
259,259,0,3.227023363113404,spam,dnn,sedc,CountVectorizer
260,260,0,2.635956287384033,spam,dnn,sedc,CountVectorizer
261,261,0,5.023844242095947,spam,dnn,sedc,CountVectorizer
262,262,0,2.466336488723755,spam,dnn,sedc,CountVectorizer
263,263,0,2.14343810081482,spam,dnn,sedc,CountVectorizer
264,264,0,2.5186684131622314,spam,dnn,sedc,CountVectorizer
265,265,0,4.539834022521973,spam,dnn,sedc,CountVectorizer
266,266,0,2.195969581604004,spam,dnn,sedc,CountVectorizer
267,267,0,2.1877434253692627,spam,dnn,sedc,CountVectorizer
268,268,0,2.369291543960572,spam,dnn,sedc,CountVectorizer
269,269,0,2.6596696376800537,spam,dnn,sedc,CountVectorizer
270,270,0,3.114999532699585,spam,dnn,sedc,CountVectorizer
271,271,0,2.184704542160034,spam,dnn,sedc,CountVectorizer
272,272,0,2.557394504547119,spam,dnn,sedc,CountVectorizer
273,273,0,2.955139398574829,spam,dnn,sedc,CountVectorizer
274,274,0,4.306246280670166,spam,dnn,sedc,CountVectorizer
275,275,0,2.112910509109497,spam,dnn,sedc,CountVectorizer
276,276,0,2.06709885597229,spam,dnn,sedc,CountVectorizer
277,277,0,2.4960155487060547,spam,dnn,sedc,CountVectorizer
278,278,0,4.244928359985352,spam,dnn,sedc,CountVectorizer
279,279,0,2.592616319656372,spam,dnn,sedc,CountVectorizer
280,280,0,3.731729507446289,spam,dnn,sedc,CountVectorizer
281,281,0,1.7358746528625488,spam,dnn,sedc,CountVectorizer
282,282,0,1.6781259775161743,spam,dnn,sedc,CountVectorizer
283,283,0,3.49572491645813,spam,dnn,sedc,CountVectorizer
284,284,0,1.5407108068466189,spam,dnn,sedc,CountVectorizer
285,285,0,1.7510050535202026,spam,dnn,sedc,CountVectorizer
286,286,0,1.9425026178359983,spam,dnn,sedc,CountVectorizer
287,287,0,3.131371259689331,spam,dnn,sedc,CountVectorizer
288,288,0,2.0340375900268555,spam,dnn,sedc,CountVectorizer
289,289,0,2.4511654376983643,spam,dnn,sedc,CountVectorizer
290,290,0,1.62176775932312,spam,dnn,sedc,CountVectorizer
291,291,0,2.775698184967041,spam,dnn,sedc,CountVectorizer
292,292,0,3.0648348331451416,spam,dnn,sedc,CountVectorizer
293,293,0,1.7549628019332886,spam,dnn,sedc,CountVectorizer
294,294,0,2.0316076278686523,spam,dnn,sedc,CountVectorizer
295,295,0,2.924083948135376,spam,dnn,sedc,CountVectorizer
296,296,0,3.783233880996704,spam,dnn,sedc,CountVectorizer
297,297,0,2.700647592544556,spam,dnn,sedc,CountVectorizer
298,298,0,1.9749447107315063,spam,dnn,sedc,CountVectorizer
299,299,0,1.948318719863892,spam,dnn,sedc,CountVectorizer
300,300,0,4.608640670776367,spam,dnn,sedc,CountVectorizer
301,301,0,3.498823642730713,spam,dnn,sedc,CountVectorizer
302,302,0,3.707795381546021,spam,dnn,sedc,CountVectorizer
303,303,0,4.526789665222168,spam,dnn,sedc,CountVectorizer
304,304,0,3.1517584323883057,spam,dnn,sedc,CountVectorizer
305,305,0,3.448322534561157,spam,dnn,sedc,CountVectorizer
306,306,0,2.8478171825408936,spam,dnn,sedc,CountVectorizer
307,307,0,3.6770424842834473,spam,dnn,sedc,CountVectorizer
308,308,0,2.9765372276306152,spam,dnn,sedc,CountVectorizer
309,309,0,3.5759096145629883,spam,dnn,sedc,CountVectorizer
310,310,0,1.7337430715560913,spam,dnn,sedc,CountVectorizer
311,311,0,3.4091572761535645,spam,dnn,sedc,CountVectorizer
312,312,0,4.643445491790772,spam,dnn,sedc,CountVectorizer
313,313,0,2.4458186626434326,spam,dnn,sedc,CountVectorizer
314,314,0,3.53060269355774,spam,dnn,sedc,CountVectorizer
315,315,0,3.329151391983032,spam,dnn,sedc,CountVectorizer
316,316,0,3.2924587726593018,spam,dnn,sedc,CountVectorizer
317,317,0,3.9807753562927246,spam,dnn,sedc,CountVectorizer
318,318,0,3.991866111755371,spam,dnn,sedc,CountVectorizer
319,319,0,3.4869980812072754,spam,dnn,sedc,CountVectorizer
320,320,0,3.844365119934082,spam,dnn,sedc,CountVectorizer
321,321,0,4.169403076171875,spam,dnn,sedc,CountVectorizer
322,322,0,4.875550746917725,spam,dnn,sedc,CountVectorizer
323,323,0,4.137096881866455,spam,dnn,sedc,CountVectorizer
324,324,0,2.224197626113892,spam,dnn,sedc,CountVectorizer
325,325,0,4.426599979400635,spam,dnn,sedc,CountVectorizer
326,326,0,4.22722864151001,spam,dnn,sedc,CountVectorizer
327,327,0,3.638392925262451,spam,dnn,sedc,CountVectorizer
328,328,0,3.7506802082061768,spam,dnn,sedc,CountVectorizer
329,329,0,1.487021565437317,spam,dnn,sedc,CountVectorizer
330,330,0,2.5258898735046387,spam,dnn,sedc,CountVectorizer
331,331,0,2.5335564613342285,spam,dnn,sedc,CountVectorizer
332,332,0,3.1507725715637207,spam,dnn,sedc,CountVectorizer
333,333,0,2.59073543548584,spam,dnn,sedc,CountVectorizer
334,334,0,4.426462173461914,spam,dnn,sedc,CountVectorizer
335,335,0,4.221280097961426,spam,dnn,sedc,CountVectorizer
336,336,0,3.13230299949646,spam,dnn,sedc,CountVectorizer
337,337,0,5.084075450897217,spam,dnn,sedc,CountVectorizer
338,338,0,4.326127052307129,spam,dnn,sedc,CountVectorizer
339,339,0,4.342141628265381,spam,dnn,sedc,CountVectorizer
340,340,0,3.796176195144653,spam,dnn,sedc,CountVectorizer
341,341,0,5.019392013549805,spam,dnn,sedc,CountVectorizer
342,342,0,4.154760360717773,spam,dnn,sedc,CountVectorizer
343,343,0,1.8443628549575808,spam,dnn,sedc,CountVectorizer
344,344,0,2.492964506149292,spam,dnn,sedc,CountVectorizer
345,345,0,4.078395366668701,spam,dnn,sedc,CountVectorizer
346,346,0,1.6908587217330933,spam,dnn,sedc,CountVectorizer
347,347,0,2.786820888519287,spam,dnn,sedc,CountVectorizer
348,348,0,2.366643190383911,spam,dnn,sedc,CountVectorizer
349,349,0,4.3193535804748535,spam,dnn,sedc,CountVectorizer
350,350,0,2.287960290908813,spam,dnn,sedc,CountVectorizer
351,351,0,4.11656379699707,spam,dnn,sedc,CountVectorizer
352,352,0,5.044247150421143,spam,dnn,sedc,CountVectorizer
353,353,0,1.0112680196762085,spam,dnn,sedc,CountVectorizer
354,354,0,2.901871919631958,spam,dnn,sedc,CountVectorizer
355,355,0,2.7643284797668457,spam,dnn,sedc,CountVectorizer
356,356,0,1.7715086936950684,spam,dnn,sedc,CountVectorizer
357,357,0,3.965243816375733,spam,dnn,sedc,CountVectorizer
358,358,0,5.506837844848633,spam,dnn,sedc,CountVectorizer
359,359,0,4.076616764068604,spam,dnn,sedc,CountVectorizer
360,360,0,4.395624160766602,spam,dnn,sedc,CountVectorizer
361,361,0,4.4386749267578125,spam,dnn,sedc,CountVectorizer
362,362,0,3.6207275390625,spam,dnn,sedc,CountVectorizer
363,363,0,4.443051338195801,spam,dnn,sedc,CountVectorizer
364,364,0,2.003455400466919,spam,dnn,sedc,CountVectorizer
365,365,0,3.911287784576416,spam,dnn,sedc,CountVectorizer
366,366,0,5.010265827178955,spam,dnn,sedc,CountVectorizer
367,367,0,3.1894524097442627,spam,dnn,sedc,CountVectorizer
368,368,0,3.50425124168396,spam,dnn,sedc,CountVectorizer
369,369,0,3.2647933959960938,spam,dnn,sedc,CountVectorizer
370,370,0,1.4478918313980105,spam,dnn,sedc,CountVectorizer
371,371,0,1.3257856369018557,spam,dnn,sedc,CountVectorizer
372,372,0,4.323089599609375,spam,dnn,sedc,CountVectorizer
373,373,0,3.337032079696656,spam,dnn,sedc,CountVectorizer
374,374,0,4.490191459655762,spam,dnn,sedc,CountVectorizer
375,375,0,0.909695565700531,spam,dnn,sedc,CountVectorizer
376,376,0,3.411649465560913,spam,dnn,sedc,CountVectorizer
377,377,0,3.4692494869232178,spam,dnn,sedc,CountVectorizer
378,378,0,4.832846164703369,spam,dnn,sedc,CountVectorizer
379,379,0,2.77207350730896,spam,dnn,sedc,CountVectorizer
380,380,0,1.8209285736083984,spam,dnn,sedc,CountVectorizer
381,381,0,4.117527484893799,spam,dnn,sedc,CountVectorizer
382,382,0,4.5648369789123535,spam,dnn,sedc,CountVectorizer
383,383,0,3.1541454792022705,spam,dnn,sedc,CountVectorizer
384,384,0,3.91074538230896,spam,dnn,sedc,CountVectorizer
385,385,0,2.555638074874878,spam,dnn,sedc,CountVectorizer
386,386,0,3.7365951538085938,spam,dnn,sedc,CountVectorizer
387,387,0,3.5600171089172363,spam,dnn,sedc,CountVectorizer
388,388,0,5.500104427337647,spam,dnn,sedc,CountVectorizer
389,389,0,3.263298273086548,spam,dnn,sedc,CountVectorizer
390,390,0,2.987060070037842,spam,dnn,sedc,CountVectorizer
391,391,0,3.180139303207397,spam,dnn,sedc,CountVectorizer
392,392,0,2.7139041423797607,spam,dnn,sedc,CountVectorizer
393,393,0,2.1104559898376465,spam,dnn,sedc,CountVectorizer
394,394,0,2.874995708465576,spam,dnn,sedc,CountVectorizer
395,395,0,3.0703253746032715,spam,dnn,sedc,CountVectorizer
396,396,0,3.900714635848999,spam,dnn,sedc,CountVectorizer
397,397,0,5.04022216796875,spam,dnn,sedc,CountVectorizer
398,398,0,2.632803678512573,spam,dnn,sedc,CountVectorizer
399,399,0,3.165566921234131,spam,dnn,sedc,CountVectorizer
400,400,0,2.392284631729126,spam,dnn_64,sedc,CountVectorizer
401,401,0,2.359755277633667,spam,dnn_64,sedc,CountVectorizer
402,402,0,2.136509418487549,spam,dnn_64,sedc,CountVectorizer
403,403,0,2.566668748855591,spam,dnn_64,sedc,CountVectorizer
404,404,0,1.866912841796875,spam,dnn_64,sedc,CountVectorizer
405,405,0,2.263618469238281,spam,dnn_64,sedc,CountVectorizer
406,406,0,2.581101655960083,spam,dnn_64,sedc,CountVectorizer
407,407,0,2.211524724960327,spam,dnn_64,sedc,CountVectorizer
408,408,0,1.728583574295044,spam,dnn_64,sedc,CountVectorizer
409,409,0,2.6405060291290283,spam,dnn_64,sedc,CountVectorizer
410,410,0,3.3443429470062256,spam,dnn_64,sedc,CountVectorizer
411,411,0,4.221717357635498,spam,dnn_64,sedc,CountVectorizer
412,412,0,2.426923513412476,spam,dnn_64,sedc,CountVectorizer
413,413,0,3.703404903411865,spam,dnn_64,sedc,CountVectorizer
414,414,0,2.6977107524871826,spam,dnn_64,sedc,CountVectorizer
415,415,0,3.751760959625244,spam,dnn_64,sedc,CountVectorizer
416,416,0,2.4574854373931885,spam,dnn_64,sedc,CountVectorizer
417,417,0,3.0779571533203125,spam,dnn_64,sedc,CountVectorizer
418,418,0,1.8280571699142456,spam,dnn_64,sedc,CountVectorizer
419,419,0,1.85051429271698,spam,dnn_64,sedc,CountVectorizer
420,420,0,2.173469066619873,spam,dnn_64,sedc,CountVectorizer
